./Dat/p-R101-P2C15-I4-V3.txt
 Gerador dos numeros aleatorios das demandas ( 3 ) 
Dados das plantas 
   NoPlanta = 1 Horario [ 420 - 1080 ]
   NoPlanta = 2 Horario [ 420 - 1080 ]
Dados dos Clientes 
  NoCliente = 1 	Demanda em carretas ( 5 ) Horario [ 630 - 820 ]
  NoCliente = 2 	Demanda em carretas ( 5 ) Horario [ 480 - 670 ]
  NoCliente = 3 	Demanda em carretas ( 4 ) Horario [ 480 - 630 ]
  NoCliente = 4 	Demanda em carretas ( 1 ) Horario [ 900 - 930 ]
  NoCliente = 5 	Demanda em carretas ( 5 ) Horario [ 510 - 700 ]
  NoCliente = 6 	Demanda em carretas ( 2 ) Horario [ 930 - 1000 ]
  NoCliente = 7 	Demanda em carretas ( 4 ) Horario [ 480 - 630 ]
  NoCliente = 8 	Demanda em carretas ( 2 ) Horario [ 660 - 730 ]
  NoCliente = 9 	Demanda em carretas ( 5 ) Horario [ 510 - 700 ]
  NoCliente = 10 	Demanda em carretas ( 3 ) Horario [ 870 - 980 ]
  NoCliente = 11 	Demanda em carretas ( 2 ) Horario [ 930 - 1000 ]
  NoCliente = 12 	Demanda em carretas ( 2 ) Horario [ 630 - 700 ]
  NoCliente = 13 	Demanda em carretas ( 3 ) Horario [ 480 - 590 ]
  NoCliente = 14 	Demanda em carretas ( 4 ) Horario [ 660 - 810 ]
  NoCliente = 15 	Demanda em carretas ( 5 ) Horario [ 480 - 670 ]


Tempo das plantas para construcoes  em minutos

   Planta = 1
Construcao   Tempo de Ida    Tempo de Ida e Volta
1		22		49
2		60		125
3		58		121
4		31		67
5		50		105
6		36		77
7		30		65
8		67		139
9		72		149
10		53		111
11		60		125
12		50		105
13		64		133
14		41		87
15		36		77
   Planta = 2
Construcao   Tempo de Ida    Tempo de Ida e Volta
1		76		157
2		63		131
3		80		165
4		41		87
5		30		65
6		100		205
7		56		117
8		14		33
9		136		277
10		116		237
11		111		227
12		113		231
13		100		205
14		60		125
15		94		193
