./Dat/p-R101-P3C15-I4-V3.txt
 Gerador dos numeros aleatorios das demandas ( 3 ) 
Dados das plantas 
   NoPlanta = 1 Horario [ 420 - 1080 ]
   NoPlanta = 2 Horario [ 420 - 1080 ]
   NoPlanta = 3 Horario [ 420 - 1080 ]
Dados dos Clientes 
  NoCliente = 1 	Demanda em carretas ( 4 ) Horario [ 480 - 630 ]
  NoCliente = 2 	Demanda em carretas ( 3 ) Horario [ 510 - 620 ]
  NoCliente = 3 	Demanda em carretas ( 4 ) Horario [ 660 - 810 ]
  NoCliente = 4 	Demanda em carretas ( 5 ) Horario [ 480 - 670 ]
  NoCliente = 5 	Demanda em carretas ( 3 ) Horario [ 480 - 590 ]
  NoCliente = 6 	Demanda em carretas ( 3 ) Horario [ 540 - 650 ]
  NoCliente = 7 	Demanda em carretas ( 3 ) Horario [ 840 - 950 ]
  NoCliente = 8 	Demanda em carretas ( 2 ) Horario [ 930 - 1000 ]
  NoCliente = 9 	Demanda em carretas ( 2 ) Horario [ 630 - 700 ]
  NoCliente = 10 	Demanda em carretas ( 1 ) Horario [ 600 - 630 ]
  NoCliente = 11 	Demanda em carretas ( 1 ) Horario [ 810 - 840 ]
  NoCliente = 12 	Demanda em carretas ( 4 ) Horario [ 840 - 990 ]
  NoCliente = 13 	Demanda em carretas ( 3 ) Horario [ 840 - 950 ]
  NoCliente = 14 	Demanda em carretas ( 4 ) Horario [ 480 - 630 ]
  NoCliente = 15 	Demanda em carretas ( 2 ) Horario [ 630 - 700 ]


Tempo das plantas para construcoes  em minutos

   Planta = 1
Construcao   Tempo de Ida    Tempo de Ida e Volta
1		36		77
2		22		49
3		64		133
4		64		133
5		36		77
6		53		111
7		30		65
8		52		109
9		60		125
10		64		133
11		67		139
12		31		67
13		44		93
14		41		87
15		50		105
   Planta = 2
Construcao   Tempo de Ida    Tempo de Ida e Volta
1		102		209
2		82		169
3		70		145
4		14		33
5		100		205
6		120		245
7		52		109
8		48		101
9		76		157
10		110		225
11		127		259
12		50		105
13		80		165
14		70		145
15		114		233
   Planta = 3
Construcao   Tempo de Ida    Tempo de Ida e Volta
1		50		105
2		72		149
3		53		111
4		111		227
5		69		143
6		64		133
7		55		115
8		111		227
9		120		245
10		111		227
11		30		65
12		90		185
13		28		61
14		100		205
15		36		77
