./Dat/p-Cxxxx-V1.txt
 Gerador dos numeros aleatorios das demandas ( 49 ) 
Dados das plantas 
   NoPlanta = 1 Horario [ 7 - 18 ]
   NoPlanta = 2 Horario [ 7 - 18 ]
   NoPlanta = 3 Horario [ 7 - 18 ]
Dados dos Clientes 
  NoCliente = 1 	Demanda em carretas ( 2 ) Horario [ 12 - 13 ]
  NoCliente = 2 	Demanda em carretas ( 2 ) Horario [ 8.5 - 9.5 ]
  NoCliente = 3 	Demanda em carretas ( 2 ) Horario [ 12 - 13 ]
  NoCliente = 4 	Demanda em carretas ( 3 ) Horario [ 11 - 12.5 ]
  NoCliente = 5 	Demanda em carretas ( 3 ) Horario [ 11 - 12.5 ]
  NoCliente = 6 	Demanda em carretas ( 2 ) Horario [ 11 - 12 ]
  NoCliente = 7 	Demanda em carretas ( 1 ) Horario [ 13 - 13.5 ]
  NoCliente = 8 	Demanda em carretas ( 2 ) Horario [ 8.5 - 9.5 ]
  NoCliente = 9 	Demanda em carretas ( 1 ) Horario [ 9 - 9.5 ]
  NoCliente = 10 	Demanda em carretas ( 2 ) Horario [ 10 - 11 ]
  NoCliente = 11 	Demanda em carretas ( 1 ) Horario [ 8.5 - 9 ]
  NoCliente = 12 	Demanda em carretas ( 2 ) Horario [ 8.5 - 9.5 ]
  NoCliente = 13 	Demanda em carretas ( 2 ) Horario [ 11.5 - 12.5 ]
  NoCliente = 14 	Demanda em carretas ( 1 ) Horario [ 13 - 13.5 ]
  NoCliente = 15 	Demanda em carretas ( 2 ) Horario [ 11.5 - 12.5 ]
  NoCliente = 16 	Demanda em carretas ( 3 ) Horario [ 12 - 13.5 ]
  NoCliente = 17 	Demanda em carretas ( 1 ) Horario [ 11 - 11.5 ]
  NoCliente = 18 	Demanda em carretas ( 2 ) Horario [ 12 - 13 ]
  NoCliente = 19 	Demanda em carretas ( 1 ) Horario [ 9 - 9.5 ]
  NoCliente = 20 	Demanda em carretas ( 3 ) Horario [ 11 - 12.5 ]
  NoCliente = 21 	Demanda em carretas ( 3 ) Horario [ 9 - 10.5 ]
  NoCliente = 22 	Demanda em carretas ( 3 ) Horario [ 11.5 - 13 ]
  NoCliente = 23 	Demanda em carretas ( 2 ) Horario [ 9.5 - 10.5 ]


Distancia das plantas para construcoes  em minutos

   Planta = 1
Construcao   Tempo de Ida    Tempo de Ida e Volta
1		20		45
2		32		69
3		40.1995		85.399
4		33.5261		72.0522
5		70.7107		146.421
6		30.2655		65.531
7		78.7147		162.429
8		72.111		149.222
9		30.2655		65.531
10		36.2215		77.4431
11		39.2938		83.5875
12		32.249		69.4981
13		41.2311		87.4621
14		20.3961		45.7922
15		36.2215		77.4431
16		61.6117		128.223
17		78.1025		161.205
18		30		65
19		80.6226		166.245
20		38		81
21		24.3311		53.6621
22		26		57
23		37.3631		79.7262
   Planta = 2
Construcao   Tempo de Ida    Tempo de Ida e Volta
1		70.7107		146.421
2		48.4149		101.83
3		39.6989		84.3977
4		42.9418		90.8836
5		28.2843		61.5685
6		66		137
7		6		17
8		14.1421		33.2843
9		52.4976		109.995
10		42.8019		90.6037
11		37.7359		80.4718
12		50.9902		106.98
13		50		105
14		66.7533		138.507
15		48.0833		101.167
16		20.8806		46.7612
17		22.3607		49.7214
18		70		145
19		10		25
20		43.8634		92.7268
21		66.2722		137.544
22		60.2993		125.599
23		52.4976		109.995
   Planta = 3
Construcao   Tempo de Ida    Tempo de Ida e Volta
1		55.4617		115.923
2		47.5395		100.079
3		41.2311		87.4621
4		38.4708		81.9415
5		6		17
6		48.0833		101.167
7		21.5407		48.0813
8		10.7703		26.5407
9		52		109
10		42.3792		89.7585
11		36.0555		77.111
12		51.264		107.528
13		54.9181		114.836
14		51.8845		108.769
15		50		105
16		8		21
17		11.6619		28.3238
18		51.923		108.846
19		20.3961		45.7922
20		45.607		96.214
21		50.1597		105.319
22		44.7214		94.4427
23		55.7853		116.571
